SP500;HSI;CAC40;DAX;SENSEX;ASX;Swiss Market;FTSE 100;Euro Stoxx 50;IPC;;;;;
EXR;;;;;TPM AT;;;;;;;;;
XOM;;;;;AGK AT;;;;;;;;;
FFIV;;;;;APA AT;;;;;;;;;
FDS;;;;;DUE AT;;;;;;;;;
FICO;;;;;EWC AT;;;;;;;;;
FAST;;;;;ENV AT;;;;;;;;;
FRT;;;;;HDF AT;;;;;;;;;
FDX;;;;;IFN AT;;;;;;;;;
FITB;;;;;SPN AT;;;;;;;;;
FSLR;;;;;SKI AT;;;;;;;;;
FE;;;;;;;;;;;;;;
FIS;;;;;;;;;;;;;;
FI;;;;;;;;;;;;;;
FLT;;;;;;;;;;;;;;
FMC;;;;;;;;;;;;;;
F;;;;;;;;;;;;;;
FTNT;;;;;;;;;;;;;;
FTV;;;;;;;;;;;;;;
FOXA;;;;;;;;;;;;;;
FOX;;;;;;;;;;;;;;
BEN;;;;;;;;;;;;;;
FCX;;;;;;;;;;;;;;
GRMN;;;;;;;;;;;;;;
IT;;;;;;;;;;;;;;
GEHC;;;;;;;;;;;;;;
GEN;;;;;;;;;;;;;;
GNRC;;;;;;;;;;;;;;
GD;;;;;;;;;;;;;;
GE;;;;;;;;;;;;;;
GIS;;;;;;;;;;;;;;
GM;;;;;;;;;;;;;;
GPC;;;;;;;;;;;;;;
GILD;;;;;;;;;;;;;;
GL;;;;;;;;;;;;;;
GPN;;;;;;;;;;;;;;
GS;;;;;;;;;;;;;;
HAL;;;;;;;;;;;;;;
HIG;;;;;;;;;;;;;;
HAS;;;;;;;;;;;;;;
HCA;;;;;;;;;;;;;;
PEAK;;;;;;;;;;;;;;
HSIC;;;;;;;;;;;;;;
HSY;;;;;;;;;;;;;;
HES;;;;;;;;;;;;;;
HPE;;;;;;;;;;;;;;
HLT;;;;;;;;;;;;;;
HOLX;;;;;;;;;;;;;;
HD;;;;;;;;;;;;;;
HON;;;;;;;;;;;;;;
HRL;;;;;;;;;;;;;;
HST;;;;;;;;;;;;;;
HWM;;;;;;;;;;;;;;
HPQ;;;;;;;;;;;;;;
HUM;;;;;;;;;;;;;;
HBAN;;;;;;;;;;;;;;
HII;;;;;;;;;;;;;;
IBM;;;;;;;;;;;;;;
IEX;;;;;;;;;;;;;;
IDXX;;;;;;;;;;;;;;
ITW;;;;;;;;;;;;;;
ILMN;;;;;;;;;;;;;;
INCY;;;;;;;;;;;;;;
IR;;;;;;;;;;;;;;
PODD;;;;;;;;;;;;;;
INTC;;;;;;;;;;;;;;
ICE;;;;;;;;;;;;;;
IFF;;;;;;;;;;;;;;
IP;;;;;;;;;;;;;;
IPG;;;;;;;;;;;;;;
INTU;;;;;;;;;;;;;;
ISRG;;;;;;;;;;;;;;
IVZ;;;;;;;;;;;;;;
INVH;;;;;;;;;;;;;;
IQV;;;;;;;;;;;;;;
IRM;;;;;;;;;;;;;;
JBHT;;;;;;;;;;;;;;
JKHY;;;;;;;;;;;;;;
J;;;;;;;;;;;;;;
JNJ;;;;;;;;;;;;;;
JCI;;;;;;;;;;;;;;
JPM;;;;;;;;;;;;;;
JNPR;;;;;;;;;;;;;;
K;;;;;;;;;;;;;;
KDP;;;;;;;;;;;;;;
KEY;;;;;;;;;;;;;;
KEYS;;;;;;;;;;;;;;
KMB;;;;;;;;;;;;;;
KIM;;;;;;;;;;;;;;
KMI;;;;;;;;;;;;;;
KLAC;;;;;;;;;;;;;;
KHC;;;;;;;;;;;;;;
KR;;;;;;;;;;;;;;
LHX;;;;;;;;;;;;;;
LH;;;;;;;;;;;;;;
LRCX;;;;;;;;;;;;;;
LW;;;;;;;;;;;;;;
LVS;;;;;;;;;;;;;;
LDOS;;;;;;;;;;;;;;
LEN;;;;;;;;;;;;;;
LNC;;;;;;;;;;;;;;
LIN;;;;;;;;;;;;;;
LYV;;;;;;;;;;;;;;
LKQ;;;;;;;;;;;;;;
LMT;;;;;;;;;;;;;;
L;;;;;;;;;;;;;;
LOW;;;;;;;;;;;;;;
LYB;;;;;;;;;;;;;;
MTB;;;;;;;;;;;;;;
MRO;;;;;;;;;;;;;;
MPC;;;;;;;;;;;;;;
MKTX;;;;;;;;;;;;;;
MAR;;;;;;;;;;;;;;
MMC;;;;;;;;;;;;;;
MLM;;;;;;;;;;;;;;
MAS;;;;;;;;;;;;;;
MA;;;;;;;;;;;;;;
MTCH;;;;;;;;;;;;;;
MKC;;;;;;;;;;;;;;
MCD;;;;;;;;;;;;;;
MCK;;;;;;;;;;;;;;
MDT;;;;;;;;;;;;;;
MRK;;;;;;;;;;;;;;
META;;;;;;;;;;;;;;
MET;;;;;;;;;;;;;;
MTD;;;;;;;;;;;;;;
MGM;;;;;;;;;;;;;;
MCHP;;;;;;;;;;;;;;
MU;;;;;;;;;;;;;;
MSFT;;;;;;;;;;;;;;
MAA;;;;;;;;;;;;;;
MRNA;;;;;;;;;;;;;;
MHK;;;;;;;;;;;;;;
MOH;;;;;;;;;;;;;;
TAP;;;;;;;;;;;;;;
MDLZ;;;;;;;;;;;;;;
MPWR;;;;;;;;;;;;;;
MNST;;;;;;;;;;;;;;
MCO;;;;;;;;;;;;;;
MS;;;;;;;;;;;;;;
MOS;;;;;;;;;;;;;;
MSI;;;;;;;;;;;;;;
MSCI;;;;;;;;;;;;;;
NDAQ;;;;;;;;;;;;;;
NTAP;;;;;;;;;;;;;;
NFLX;;;;;;;;;;;;;;
NWL;;;;;;;;;;;;;;
NEM;;;;;;;;;;;;;;
NWSA;;;;;;;;;;;;;;
NWS;;;;;;;;;;;;;;
NEE;;;;;;;;;;;;;;
NKE;;;;;;;;;;;;;;
NI;;;;;;;;;;;;;;
NDSN;;;;;;;;;;;;;;
NSC;;;;;;;;;;;;;;
NTRS;;;;;;;;;;;;;;
NOC;;;;;;;;;;;;;;
NCLH;;;;;;;;;;;;;;
NRG;;;;;;;;;;;;;;
NUE;;;;;;;;;;;;;;
NVDA;;;;;;;;;;;;;;
NVR;;;;;;;;;;;;;;
NXPI;;;;;;;;;;;;;;
ORLY;;;;;;;;;;;;;;
OXY;;;;;;;;;;;;;;
ODFL;;;;;;;;;;;;;;
OMC;;;;;;;;;;;;;;
ON;;;;;;;;;;;;;;
OKE;;;;;;;;;;;;;;
ORCL;;;;;;;;;;;;;;
OGN;;;;;;;;;;;;;;
OTIS;;;;;;;;;;;;;;
PCAR;;;;;;;;;;;;;;
PKG;;;;;;;;;;;;;;
PANW;;;;;;;;;;;;;;
PARA;;;;;;;;;;;;;;
PH;;;;;;;;;;;;;;
PAYX;;;;;;;;;;;;;;
PAYC;;;;;;;;;;;;;;
PYPL;;;;;;;;;;;;;;
PNR;;;;;;;;;;;;;;
PEP;;;;;;;;;;;;;;
PFE;;;;;;;;;;;;;;
PCG;;;;;;;;;;;;;;
PM;;;;;;;;;;;;;;
PSX;;;;;;;;;;;;;;
PNW;;;;;;;;;;;;;;
PXD;;;;;;;;;;;;;;
PNC;;;;;;;;;;;;;;
POOL;;;;;;;;;;;;;;
PPG;;;;;;;;;;;;;;
PPL;;;;;;;;;;;;;;
PFG;;;;;;;;;;;;;;
PG;;;;;;;;;;;;;;
PGR;;;;;;;;;;;;;;
PLD;;;;;;;;;;;;;;
PRU;;;;;;;;;;;;;;
PEG;;;;;;;;;;;;;;
PTC;;;;;;;;;;;;;;
PSA;;;;;;;;;;;;;;
PHM;;;;;;;;;;;;;;
QRVO;;;;;;;;;;;;;;
PWR;;;;;;;;;;;;;;
QCOM;;;;;;;;;;;;;;
DGX;;;;;;;;;;;;;;
RL;;;;;;;;;;;;;;
RJF;;;;;;;;;;;;;;
RTX;;;;;;;;;;;;;;
O;;;;;;;;;;;;;;
REG;;;;;;;;;;;;;;
REGN;;;;;;;;;;;;;;
RF;;;;;;;;;;;;;;
RSG;;;;;;;;;;;;;;
RMD;;;;;;;;;;;;;;
RVTY;;;;;;;;;;;;;;
RHI;;;;;;;;;;;;;;
ROK;;;;;;;;;;;;;;
ROL;;;;;;;;;;;;;;
ROP;;;;;;;;;;;;;;
ROST;;;;;;;;;;;;;;
RCL;;;;;;;;;;;;;;
SPGI;;;;;;;;;;;;;;
CRM;;;;;;;;;;;;;;
SBAC;;;;;;;;;;;;;;
SLB;;;;;;;;;;;;;;
STX;;;;;;;;;;;;;;
SEE;;;;;;;;;;;;;;
SRE;;;;;;;;;;;;;;
NOW;;;;;;;;;;;;;;
SHW;;;;;;;;;;;;;;
SPG;;;;;;;;;;;;;;
SWKS;;;;;;;;;;;;;;
SJM;;;;;;;;;;;;;;
SNA;;;;;;;;;;;;;;
SEDG;;;;;;;;;;;;;;
SO;;;;;;;;;;;;;;
LUV;;;;;;;;;;;;;;
SWK;;;;;;;;;;;;;;
SBUX;;;;;;;;;;;;;;
STT;;;;;;;;;;;;;;
STLD;;;;;;;;;;;;;;
STE;;;;;;;;;;;;;;
SYK;;;;;;;;;;;;;;
SYF;;;;;;;;;;;;;;
SNPS;;;;;;;;;;;;;;
SYY;;;;;;;;;;;;;;
TMUS;;;;;;;;;;;;;;
TROW;;;;;;;;;;;;;;
TTWO;;;;;;;;;;;;;;
TPR;;;;;;;;;;;;;;
TRGP;;;;;;;;;;;;;;
TGT;;;;;;;;;;;;;;
TEL;;;;;;;;;;;;;;
TDY;;;;;;;;;;;;;;
TFX;;;;;;;;;;;;;;
TER;;;;;;;;;;;;;;
TSLA;;;;;;;;;;;;;;
TXN;;;;;;;;;;;;;;
TXT;;;;;;;;;;;;;;
TMO;;;;;;;;;;;;;;
TJX;;;;;;;;;;;;;;
TSCO;;;;;;;;;;;;;;
TT;;;;;;;;;;;;;;
TDG;;;;;;;;;;;;;;
TRV;;;;;;;;;;;;;;
TRMB;;;;;;;;;;;;;;
TFC;;;;;;;;;;;;;;
TYL;;;;;;;;;;;;;;
TSN;;;;;;;;;;;;;;
USB;;;;;;;;;;;;;;
UDR;;;;;;;;;;;;;;
ULTA;;;;;;;;;;;;;;
UNP;;;;;;;;;;;;;;
UAL;;;;;;;;;;;;;;
UPS;;;;;;;;;;;;;;
URI;;;;;;;;;;;;;;
UNH;;;;;;;;;;;;;;
UHS;;;;;;;;;;;;;;
VLO;;;;;;;;;;;;;;
VTR;;;;;;;;;;;;;;
VRSN;;;;;;;;;;;;;;
VRSK;;;;;;;;;;;;;;
VZ;;;;;;;;;;;;;;
VRTX;;;;;;;;;;;;;;
VFC;;;;;;;;;;;;;;
VTRS;;;;;;;;;;;;;;
VICI;;;;;;;;;;;;;;
V;;;;;;;;;;;;;;
VMC;;;;;;;;;;;;;;
WAB;;;;;;;;;;;;;;
WBA;;;;;;;;;;;;;;
WMT;;;;;;;;;;;;;;
WBD;;;;;;;;;;;;;;
WM;;;;;;;;;;;;;;
WAT;;;;;;;;;;;;;;
WEC;;;;;;;;;;;;;;
WFC;;;;;;;;;;;;;;
WELL;;;;;;;;;;;;;;
WST;;;;;;;;;;;;;;
WDC;;;;;;;;;;;;;;
WRK;;;;;;;;;;;;;;
WY;;;;;;;;;;;;;;
WHR;;;;;;;;;;;;;;
WMB;;;;;;;;;;;;;;
WTW;;;;;;;;;;;;;;
GWW;;;;;;;;;;;;;;
WYNN;;;;;;;;;;;;;;
XEL;;;;;;;;;;;;;;
XYL;;;;;;;;;;;;;;
YUM;;;;;;;;;;;;;;
ZBRA;;;;;;;;;;;;;;
ZBH;;;;;;;;;;;;;;
ZION;;;;;;;;;;;;;;
ZTS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
